"ausfall";"laufzeit";"moral";"hoehe";"rate";"beszeit";"alter";"famges"
0;24;"keine";1249;4;2;28;"w_ledig"
0;24;"einwandfrei";2463;4;4;27;"w_ledig"
0;6;"keine";1595;3;4;51;"m_verheiratet"
0;24;"einwandfrei";2058;4;3;33;"m_geschieden"
0;24;"keine";7814;3;4;38;"m_verheiratet"
0;6;"einwandfrei";1740;2;5;30;"w_ledig"
0;12;"einwandfrei";1240;4;5;38;"m_ledig"
0;24;"einwandfrei";6842;2;3;46;"m_verheiratet"
0;24;"einwandfrei";5150;4;5;33;"m_verheiratet"
0;6;"keine";1203;3;5;43;"m_verheiratet"
0;6;"einwandfrei";2080;1;3;24;"w_ledig"
0;6;"keine";1538;1;2;56;"m_ledig"
0;24;"einwandfrei";3878;4;2;37;"m_geschieden"
0;30;"keine";3832;2;2;22;"w_ledig"
0;15;"keine";3186;2;4;20;"w_verheirat"
0;24;"keine";2896;2;2;29;"m_verheiratet"
0;24;"bestehend";6967;4;4;36;"m_verheiratet"
1;36;"keine";1819;4;3;37;"m_verheiratet"
1;24;"keine";5943;1;2;44;"m_ledig"
1;36;"einwandfrei";7127;2;2;23;"m_ledig"
1;36;"keine";3349;4;3;28;"w_verheirat"
1;36;"keine";10974;4;1;26;"m_ledig"
0;6;"keine";518;3;3;29;"m_ledig"
0;18;"keine";1126;4;2;21;"m_ledig"
0;12;"einwandfrei";1860;4;1;34;"m_verheiratet"
0;36;"einwandfrei";9566;2;3;31;"m_ledig"
0;12;"keine";701;4;3;40;"w_ledig"
0;12;"keine";2930;2;4;27;"m_ledig"
0;18;"keine";1505;4;3;32;"m_verheiratet"
0;18;"einwandfrei";2238;2;3;25;"m_ledig"
0;4;"einwandfrei";1503;2;4;42;"m_verheiratet"
0;24;"einwandfrei";2197;4;4;43;"m_verheiratet"
0;12;"keine";1881;2;3;44;"m_ledig"
0;18;"einwandfrei";1880;4;4;32;"w_ledig"
0;18;"keine";2389;4;2;27;"m_ledig"
0;24;"keine";1967;4;5;20;"m_ledig"
0;4;"einwandfrei";3380;1;4;37;"m_ledig"
0;4;"einwandfrei";1455;2;4;42;"m_verheiratet"
0;7;"einwandfrei";730;4;5;46;"m_verheiratet"
0;18;"verzögert";3244;1;3;33;"w_verheirat"
1;9;"keine";1670;4;2;22;"m_ledig"
0;48;"keine";3979;4;4;41;"m_verheiratet"
1;12;"keine";1922;4;3;37;"m_verheiratet"
0;18;"einwandfrei";1295;4;2;27;"m_ledig"
0;4;"einwandfrei";1544;2;4;42;"m_verheiratet"
0;8;"keine";907;3;2;26;"w_ledig"
0;30;"keine";1715;4;3;26;"m_ledig"
0;10;"einwandfrei";1347;4;4;27;"m_verheiratet"
0;12;"keine";1007;4;3;22;"w_ledig"
0;12;"einwandfrei";1402;3;4;37;"m_ledig"
0;12;"keine";2002;3;4;30;"m_verheiratet"
0;12;"einwandfrei";2096;2;4;49;"m_verheiratet"
0;12;"keine";1101;3;3;27;"w_ledig"
0;10;"keine";894;4;4;40;"m_ledig"
0;11;"keine";1577;4;2;20;"m_ledig"
0;33;"bestehend";2764;2;3;26;"w_verheirat"
0;48;"verzögert";8358;1;2;30;"w_verheirat"
0;12;"keine";1474;4;2;33;"w_verheirat"
0;24;"keine";5433;2;1;26;"m_ledig"
0;14;"keine";1410;1;5;35;"w_ledig"
0;20;"einwandfrei";3485;2;2;44;"m_geschieden"
0;18;"einwandfrei";3850;3;4;27;"m_verheiratet"
1;60;"keine";7408;4;2;24;"m_ledig"
0;24;"keine";1377;4;5;47;"m_ledig"
0;30;"bestehend";4272;2;3;26;"m_verheiratet"
0;24;"bestehend";1553;3;4;23;"m_ledig"
0;36;"bestehend";9857;1;4;31;"m_verheiratet"
0;6;"einwandfrei";362;4;3;52;"w_verheirat"
0;12;"einwandfrei";1935;4;5;43;"m_verheiratet"
0;48;"keine";10222;4;4;37;"m_verheiratet"
0;12;"keine";1330;4;2;26;"m_verheiratet"
0;36;"keine";9055;2;3;35;"m_verheiratet"
0;26;"keine";7966;2;2;30;"m_verheiratet"
0;30;"kritisch";3496;4;3;34;"m_verheiratet"
0;36;"keine";6948;2;3;35;"m_verheiratet"
0;48;"verzögert";12204;2;3;48;"m_verheiratet"
1;36;"keine";3446;4;5;42;"m_verheiratet"
1;12;"keine";684;4;3;40;"m_verheiratet"
1;33;"einwandfrei";4281;1;3;23;"m_ledig"
1;42;"keine";7174;4;4;30;"m_ledig"
1;24;"kritisch";1546;4;4;24;"m_verheiratet"
1;24;"keine";2359;1;1;33;"m_geschieden"
1;24;"keine";3621;2;5;31;"m_verheiratet"
1;12;"keine";741;4;1;22;"m_ledig"
1;12;"keine";7865;4;5;53;"m_verheiratet"
0;24;"keine";2910;2;4;34;"m_verheiratet"
0;18;"einwandfrei";5302;2;5;36;"m_verheiratet"
0;36;"keine";3620;1;3;37;"m_verheiratet"
0;18;"keine";3509;4;4;25;"m_ledig"
0;12;"keine";3017;3;2;34;"w_verheirat"
0;12;"keine";1657;2;3;27;"m_verheiratet"
0;8;"einwandfrei";1164;3;5;51;"m_verheiratet"
1;36;"einwandfrei";6229;4;2;23;"m_ledig"
1;24;"kritisch";1193;1;1;29;"m_ledig"
0;30;"verzögert";4583;2;3;32;"m_geschieden"
0;36;"einwandfrei";5371;3;3;28;"m_verheiratet"
0;12;"keine";708;2;3;38;"m_verheiratet"
0;21;"einwandfrei";571;4;5;65;"m_verheiratet"
0;30;"keine";2522;1;5;39;"m_verheiratet"
1;36;"keine";5179;4;4;29;"m_verheiratet"
1;36;"keine";8229;2;3;26;"m_verheiratet"
0;24;"einwandfrei";2028;2;4;30;"m_verheiratet"
0;6;"keine";1374;4;1;75;"m_ledig"
0;12;"keine";1289;4;3;21;"m_verheiratet"
1;36;"keine";2712;2;5;41;"m_verheiratet"
0;15;"einwandfrei";975;2;3;25;"m_geschieden"
0;6;"bestehend";1050;4;1;35;"m_verheiratet"
0;6;"einwandfrei";609;4;4;37;"m_ledig"
0;48;"keine";4788;4;4;26;"m_verheiratet"
0;24;"keine";3069;4;5;30;"m_verheiratet"
1;12;"keine";836;4;2;23;"m_ledig"
0;12;"keine";2577;2;3;42;"m_geschieden"
0;12;"keine";1620;2;3;30;"m_ledig"
0;15;"keine";1845;4;2;46;"m_ledig"
0;24;"keine";6579;4;1;29;"m_verheiratet"
0;12;"keine";1893;4;3;29;"w_verheirat"
0;30;"einwandfrei";10623;3;5;38;"m_verheiratet"
0;18;"keine";2249;4;4;30;"m_verheiratet"
1;30;"keine";3108;2;2;31;"m_geschieden"
0;12;"einwandfrei";958;2;4;47;"m_verheiratet"
0;24;"keine";9277;2;3;48;"m_geschieden"
0;24;"einwandfrei";6314;4;1;27;"m_verheiratet"
0;12;"einwandfrei";1526;4;5;66;"m_verheiratet"
0;12;"keine";3590;2;3;29;"m_verheiratet"
0;24;"einwandfrei";6615;2;1;75;"m_verheiratet"
0;6;"einwandfrei";1872;4;1;36;"m_verheiratet"
0;12;"keine";2859;4;1;38;"m_verheiratet"
0;18;"einwandfrei";1582;4;5;46;"m_verheiratet"
0;6;"keine";1238;4;1;36;"m_verheiratet"
0;12;"keine";2578;3;1;55;"w_verheirat"
0;15;"einwandfrei";1433;4;3;25;"m_ledig"
0;42;"keine";7882;2;4;45;"m_verheiratet"
0;24;"keine";4169;4;3;28;"m_verheiratet"
0;36;"keine";3959;4;1;30;"m_verheiratet"
0;36;"keine";3249;2;4;39;"m_verheiratet"
0;24;"keine";3149;4;2;22;"m_verheiratet"
1;12;"einwandfrei";2246;3;5;60;"m_verheiratet"
0;13;"einwandfrei";1797;3;2;28;"m_verheiratet"
0;20;"einwandfrei";4272;1;5;24;"m_ledig"
0;24;"einwandfrei";2957;4;5;63;"m_verheiratet"
0;36;"einwandfrei";2348;3;3;46;"w_ledig"
0;42;"verzögert";6289;2;2;33;"m_geschieden"
0;24;"einwandfrei";6419;2;5;44;"w_verheirat"
1;48;"einwandfrei";6143;4;5;58;"m_ledig"
0;24;"einwandfrei";1597;4;5;54;"m_verheiratet"
0;36;"keine";15857;2;1;43;"m_geschieden"
0;24;"einwandfrei";2223;4;5;52;"m_verheiratet"
0;48;"bestehend";7238;3;5;32;"m_verheiratet"
0;30;"bestehend";2503;4;5;41;"m_verheiratet"
0;18;"keine";2622;4;3;34;"m_verheiratet"
0;24;"keine";4351;1;3;48;"w_verheirat"
0;6;"keine";368;4;5;38;"m_verheiratet"
0;12;"keine";754;4;5;38;"m_verheiratet"
0;24;"einwandfrei";2424;4;5;53;"m_verheiratet"
0;48;"bestehend";6681;4;3;38;"m_verheiratet"
0;18;"bestehend";2427;4;5;42;"m_verheiratet"
1;24;"einwandfrei";1216;4;2;38;"m_verheiratet"
0;6;"keine";753;2;3;64;"m_ledig"
0;7;"keine";2576;2;3;35;"m_verheiratet"
0;6;"keine";590;3;2;26;"w_ledig"
0;8;"keine";1414;4;3;33;"m_verheiratet"
0;12;"keine";1103;4;4;29;"m_verheiratet"
0;12;"bestehend";585;4;3;20;"w_ledig"
0;6;"keine";1068;4;5;28;"m_verheiratet"
0;8;"einwandfrei";713;4;5;47;"m_verheiratet"
0;12;"keine";1092;4;3;49;"m_ledig"
0;7;"keine";2329;1;2;45;"w_verheirat"
0;13;"einwandfrei";882;4;2;23;"m_verheiratet"
0;18;"keine";866;4;3;25;"w_ledig"
0;7;"keine";2415;3;3;34;"m_verheiratet"
0;13;"keine";2101;2;2;23;"m_ledig"
0;18;"keine";1301;4;5;32;"w_ledig"
0;18;"keine";1113;4;3;26;"m_ledig"
0;8;"keine";760;4;4;44;"m_ledig"
0;12;"keine";625;4;2;26;"w_ledig"
0;6;"einwandfrei";1323;2;5;28;"m_geschieden"
0;9;"einwandfrei";1138;4;3;25;"m_verheiratet"
0;18;"einwandfrei";1795;3;5;48;"w_verheirat"
0;15;"einwandfrei";2728;4;4;35;"m_verheiratet"
0;6;"keine";484;3;4;28;"w_ledig"
0;10;"kritisch";1048;4;3;23;"m_verheiratet"
0;12;"keine";1155;3;5;40;"w_ledig"
0;20;"bestehend";7057;3;4;36;"m_verheiratet"
0;15;"einwandfrei";1537;4;5;50;"m_verheiratet"
0;12;"keine";2214;4;3;24;"m_verheiratet"
0;24;"einwandfrei";1585;4;4;40;"m_verheiratet"
0;10;"keine";1521;4;3;31;"m_geschieden"
0;36;"kritisch";3990;3;2;29;"w_verheirat"
0;18;"keine";3049;1;2;45;"m_ledig"
1;24;"keine";1282;4;3;32;"m_ledig"
0;60;"keine";10144;2;4;21;"w_verheirat"
0;12;"keine";1168;4;3;27;"w_ledig"
0;6;"keine";454;3;2;22;"w_ledig"
0;15;"bestehend";3594;1;2;46;"m_ledig"
0;12;"keine";1768;3;3;24;"m_verheiratet"
0;60;"bestehend";15653;2;4;21;"m_verheiratet"
0;12;"bestehend";2247;2;3;36;"m_ledig"
0;24;"keine";1413;4;3;28;"w_ledig"
0;45;"einwandfrei";4576;3;1;27;"m_verheiratet"
0;24;"einwandfrei";1231;4;5;57;"w_verheirat"
1;36;"keine";8335;3;5;47;"m_verheiratet"
0;36;"einwandfrei";5800;3;3;34;"m_verheiratet"
0;18;"bestehend";8471;1;3;23;"w_verheirat"
0;30;"keine";3622;4;5;57;"m_ledig"
0;6;"einwandfrei";1169;4;5;67;"m_verheiratet"
0;15;"keine";1262;4;4;36;"m_verheiratet"
0;24;"einwandfrei";3617;4;5;20;"m_verheiratet"
0;30;"einwandfrei";2181;4;5;36;"m_verheiratet"
1;48;"kritisch";7685;2;4;37;"m_ledig"
0;48;"einwandfrei";6110;1;3;31;"m_verheiratet"
0;24;"keine";3757;4;5;62;"w_verheirat"
0;42;"einwandfrei";3394;4;1;65;"m_verheiratet"
0;36;"einwandfrei";6304;4;5;36;"m_verheiratet"
0;9;"einwandfrei";1244;4;5;41;"m_ledig"
0;6;"keine";3518;2;3;26;"m_verheiratet"
0;36;"verzögert";2613;4;3;27;"m_verheiratet"
0;48;"keine";7476;4;4;50;"m_verheiratet"
1;24;"keine";4591;2;3;54;"m_verheiratet"
1;18;"keine";1924;4;2;27;"m_ledig"
1;72;"keine";5595;2;3;24;"w_ledig"
1;48;"bestehend";6224;4;5;50;"m_verheiratet"
0;15;"keine";1905;4;5;40;"m_verheiratet"
0;21;"bestehend";2993;3;3;28;"m_verheiratet"
0;36;"bestehend";8947;3;4;31;"m_verheiratet"
0;24;"keine";4020;2;3;27;"m_verheiratet"
0;18;"keine";2779;1;3;21;"w_ledig"
0;21;"keine";2782;1;4;31;"m_ledig"
0;12;"keine";1884;4;5;39;"m_verheiratet"
0;36;"einwandfrei";11054;4;3;30;"m_verheiratet"
0;60;"bestehend";9157;2;3;27;"m_verheiratet"
0;42;"kritisch";9283;1;1;55;"m_verheiratet"
0;60;"keine";6527;4;3;34;"m_verheiratet"
0;15;"einwandfrei";3368;3;5;23;"m_verheiratet"
0;15;"keine";2511;1;1;23;"m_ledig"
0;36;"keine";5493;2;5;42;"m_verheiratet"
0;6;"keine";1338;1;3;62;"m_geschieden"
0;9;"keine";1082;4;5;37;"m_verheiratet"
0;18;"einwandfrei";1149;4;3;46;"m_verheiratet"
0;15;"keine";1308;4;5;38;"m_verheiratet"
0;20;"verzögert";6148;3;5;31;"w_ledig"
0;12;"keine";1736;3;4;31;"m_ledig"
0;12;"keine";3059;2;4;61;"m_geschieden"
1;24;"keine";2996;2;3;20;"w_ledig"
0;30;"einwandfrei";7596;1;5;63;"m_verheiratet"
0;30;"keine";4811;2;4;24;"w_verheirat"
0;6;"keine";1766;1;3;21;"w_ledig"
0;24;"keine";2760;4;5;36;"m_verheiratet"
0;24;"einwandfrei";5507;3;5;44;"m_verheiratet"
0;9;"keine";1199;4;4;67;"m_ledig"
0;24;"keine";2892;3;5;51;"m_geschieden"
0;36;"bestehend";2862;4;5;30;"m_verheiratet"
1;9;"keine";654;4;3;28;"m_verheiratet"
1;9;"einwandfrei";1136;4;5;32;"m_verheiratet"
1;24;"keine";4113;3;2;28;"m_ledig"
1;6;"keine";14555;1;1;23;"m_verheiratet"
1;15;"verzögert";950;4;5;33;"m_verheiratet"
1;24;"einwandfrei";1199;4;5;60;"m_verheiratet"
1;12;"verzögert";1082;4;3;48;"m_verheiratet"
1;30;"keine";2150;4;3;24;"m_ledig"
1;36;"einwandfrei";2820;4;2;27;"m_geschieden"
1;48;"keine";3060;4;4;28;"m_verheiratet"
1;18;"keine";2600;4;3;65;"m_verheiratet"
1;21;"verzögert";5003;1;3;29;"w_verheirat"
1;60;"keine";6288;4;3;42;"m_verheiratet"
1;24;"bestehend";2538;4;5;47;"m_verheiratet"
1;9;"keine";1478;4;4;22;"m_verheiratet"
1;39;"einwandfrei";4933;2;4;25;"m_verheiratet"
1;18;"einwandfrei";1530;3;3;32;"m_verheiratet"
1;9;"kritisch";1437;2;4;29;"m_verheiratet"
1;15;"keine";1275;4;3;24;"m_ledig"
1;24;"keine";1823;4;1;30;"m_verheiratet"
1;9;"keine";1422;3;2;27;"m_verheiratet"
1;18;"keine";1217;4;3;47;"w_ledig"
1;36;"keine";9271;2;4;24;"m_verheiratet"
1;36;"bestehend";2145;2;4;24;"m_verheiratet"
1;36;"keine";1842;4;2;34;"m_ledig"
1;18;"bestehend";4297;4;5;40;"m_geschieden"
1;6;"einwandfrei";3384;1;3;44;"m_geschieden"
1;18;"einwandfrei";1245;4;3;33;"w_ledig"
1;15;"keine";4623;3;3;40;"m_verheiratet"
1;30;"einwandfrei";8386;2;4;49;"m_verheiratet"
1;24;"bestehend";1024;4;2;48;"w_ledig"
1;36;"keine";14318;4;5;57;"m_verheiratet"
1;6;"kritisch";433;4;2;24;"w_verheirat"
1;12;"kritisch";2149;4;3;29;"m_geschieden"
1;24;"keine";2397;3;5;35;"m_verheiratet"
1;6;"kritisch";931;1;2;32;"m_ledig"
1;15;"bestehend";1512;3;3;61;"w_ledig"
1;24;"verzögert";4241;1;3;36;"m_verheiratet"
1;24;"einwandfrei";4736;2;2;25;"m_ledig"
1;15;"verzögert";1778;2;2;26;"m_ledig"
1;15;"keine";2327;2;2;25;"m_ledig"
1;24;"kritisch";6872;2;2;55;"m_geschieden"
1;12;"keine";795;4;2;53;"w_verheirat"
1;30;"bestehend";1908;4;5;66;"m_verheiratet"
1;36;"verzögert";1953;4;5;61;"m_verheiratet"
1;18;"keine";2864;2;3;34;"m_verheiratet"
1;21;"einwandfrei";2319;2;2;33;"m_geschieden"
1;24;"keine";915;4;5;29;"w_verheirat"
1;24;"keine";947;4;4;38;"m_verheiratet"
1;24;"keine";1381;4;3;35;"w_verheirat"
1;24;"keine";1285;4;4;32;"m_ledig"
1;24;"keine";1371;4;3;25;"w_verheirat"
1;18;"keine";1042;4;3;33;"m_ledig"
1;12;"keine";900;4;3;23;"w_ledig"
1;24;"keine";1207;4;2;24;"m_ledig"
1;18;"verzögert";2278;3;2;28;"m_ledig"
1;60;"bestehend";6836;3;5;63;"m_verheiratet"
1;24;"keine";3345;4;5;39;"m_verheiratet"
1;6;"kritisch";1198;4;5;35;"m_ledig"
1;48;"keine";15672;2;3;23;"m_verheiratet"
1;60;"keine";7297;4;5;36;"m_verheiratet"
1;18;"keine";1943;4;2;23;"m_ledig"
1;18;"keine";3190;2;3;24;"m_ledig"
1;9;"kritisch";5129;2;5;74;"m_ledig"
1;18;"bestehend";1808;4;4;22;"m_ledig"
1;10;"keine";1240;1;5;48;"w_verheirat"
1;12;"keine";759;4;4;26;"m_verheiratet"
1;8;"keine";1237;3;3;24;"w_verheirat"
1;9;"keine";1980;2;2;19;"m_ledig"
1;48;"keine";10961;1;4;27;"m_verheiratet"
1;36;"bestehend";6887;4;3;29;"m_verheiratet"
1;24;"keine";1938;4;2;32;"m_geschieden"
1;21;"keine";1835;3;3;25;"m_ledig"
1;24;"bestehend";1659;4;2;29;"w_verheirat"
1;6;"bestehend";1209;4;1;47;"m_verheiratet"
1;48;"verzögert";3844;4;4;34;"m_verheiratet"
1;12;"einwandfrei";4843;3;5;43;"m_verheiratet"
1;12;"keine";639;4;3;30;"m_verheiratet"
1;48;"keine";5951;2;3;22;"m_ledig"
1;36;"verzögert";3804;4;3;42;"w_verheirat"
1;36;"bestehend";4463;4;3;26;"m_verheiratet"
1;36;"bestehend";7980;4;2;27;"m_verheiratet"
1;36;"keine";4210;4;3;26;"m_verheiratet"
1;6;"keine";4611;1;2;32;"m_ledig"
1;24;"keine";11560;1;3;23;"w_verheirat"
1;18;"verzögert";4165;2;3;36;"m_verheiratet"
1;24;"keine";4057;3;4;43;"m_geschieden"
1;18;"kritisch";6458;2;5;39;"m_verheiratet"
1;12;"keine";1386;2;3;26;"m_ledig"
1;36;"keine";1977;4;5;40;"m_verheiratet"
1;18;"einwandfrei";1928;2;2;31;"m_verheiratet"
1;12;"keine";1123;4;3;29;"m_ledig"
1;24;"keine";11328;2;3;29;"m_verheiratet"
1;24;"einwandfrei";11938;2;3;39;"m_verheiratet"
1;27;"einwandfrei";2520;4;3;23;"m_verheiratet"
1;30;"bestehend";1919;4;2;30;"m_verheiratet"
1;60;"kritisch";14782;3;5;60;"m_ledig"
1;36;"keine";2671;4;3;50;"m_ledig"
1;36;"keine";12612;1;3;47;"m_verheiratet"
1;45;"keine";3031;4;3;21;"m_verheiratet"
1;12;"kritisch";626;4;3;24;"m_ledig"
1;24;"einwandfrei";1935;4;5;31;"m_geschieden"
1;24;"einwandfrei";1344;4;4;37;"m_verheiratet"
1;18;"keine";1533;4;2;43;"w_ledig"
1;48;"keine";3931;4;4;46;"m_verheiratet"
1;24;"kritisch";3349;4;2;30;"m_verheiratet"
1;36;"keine";2302;4;3;31;"m_geschieden"
1;42;"keine";3965;4;2;34;"m_verheiratet"
1;12;"keine";727;4;2;33;"w_ledig"
1;48;"keine";3914;4;3;38;"m_geschieden"
1;48;"keine";4308;3;2;24;"m_ledig"
1;12;"keine";1534;1;2;23;"w_ledig"
1;18;"einwandfrei";2775;2;4;31;"m_verheiratet"
1;40;"einwandfrei";5998;4;3;27;"m_verheiratet"
1;15;"einwandfrei";1271;3;3;39;"m_verheiratet"
1;12;"keine";1295;3;2;25;"m_ledig"
1;36;"keine";9398;1;2;28;"w_ledig"
1;12;"keine";951;4;2;27;"m_ledig"
1;24;"keine";1355;3;2;25;"m_ledig"
1;48;"keine";3051;3;3;54;"m_verheiratet"
1;36;"einwandfrei";7855;4;3;25;"w_verheirat"
1;18;"keine";433;3;1;22;"w_verheirat"
1;36;"bestehend";9572;1;2;28;"m_geschieden"
1;24;"kritisch";1837;4;4;34;"m_ledig"
1;30;"einwandfrei";4249;4;1;28;"w_ledig"
1;30;"einwandfrei";5234;4;1;28;"w_ledig"
1;48;"keine";6758;3;3;31;"m_ledig"
1;9;"keine";1366;3;2;22;"m_ledig"
1;24;"kritisch";1358;4;5;40;"m_verheiratet"
1;18;"keine";2473;4;1;25;"m_verheiratet"
1;9;"verzögert";1337;4;2;34;"m_verheiratet"
1;48;"keine";7763;4;5;42;"m_verheiratet"
1;15;"kritisch";1264;2;3;25;"w_ledig"
1;15;"keine";2631;2;3;28;"m_ledig"
1;48;"keine";6560;3;4;24;"m_verheiratet"
1;24;"keine";3123;4;2;27;"m_ledig"
1;36;"einwandfrei";8065;3;3;25;"m_ledig"
1;24;"keine";2439;4;2;35;"m_ledig"
1;36;"keine";9034;4;2;29;"m_verheiratet"
1;60;"keine";14027;4;4;27;"m_verheiratet"
1;36;"einwandfrei";9629;4;4;24;"m_verheiratet"
1;12;"keine";1484;2;3;25;"w_ledig"
1;18;"keine";1131;4;1;33;"m_ledig"
1;24;"bestehend";2064;3;1;34;"w_verheirat"
1;18;"keine";12976;3;1;38;"w_verheirat"
1;21;"bestehend";2580;4;2;41;"m_verheiratet"
1;27;"keine";2570;3;3;21;"m_ledig"
1;27;"keine";3915;4;3;36;"m_verheiratet"
1;10;"keine";1309;4;3;27;"m_verheiratet"
1;24;"keine";4817;2;4;31;"m_verheiratet"
1;12;"keine";2579;4;2;33;"m_verheiratet"
1;36;"bestehend";2225;4;5;57;"m_verheiratet"
1;18;"keine";4153;2;3;42;"m_verheiratet"
1;18;"verzögert";3114;1;2;26;"m_ledig"
1;18;"einwandfrei";2124;4;3;24;"m_ledig"
1;18;"kritisch";1553;4;3;44;"m_verheiratet"
1;30;"keine";2406;4;4;23;"m_ledig"
1;24;"bestehend";1333;4;1;43;"m_verheiratet"
1;48;"verzögert";7119;3;3;53;"m_verheiratet"
1;24;"bestehend";4870;3;3;53;"m_verheiratet"
1;12;"einwandfrei";691;4;5;35;"m_verheiratet"
1;42;"bestehend";4370;3;4;26;"m_verheiratet"
1;36;"kritisch";2746;4;5;31;"m_verheiratet"
1;24;"verzögert";4110;3;5;23;"m_verheiratet"
1;18;"keine";2462;2;3;22;"m_verheiratet"
1;12;"keine";1282;2;3;20;"w_verheirat"
1;12;"verzögert";2969;4;2;25;"m_ledig"
1;48;"verzögert";4605;3;5;24;"m_verheiratet"
1;48;"einwandfrei";6331;4;5;46;"m_verheiratet"
1;24;"kritisch";3552;3;4;27;"m_verheiratet"
1;12;"kritisch";697;4;2;46;"m_verheiratet"
1;24;"keine";1442;4;4;23;"m_ledig"
1;27;"verzögert";5293;2;1;50;"m_verheiratet"
1;21;"bestehend";3414;2;2;26;"m_verheiratet"
1;18;"keine";2039;1;3;20;"m_ledig"
1;24;"kritisch";3161;4;3;31;"m_verheiratet"
1;12;"keine";902;4;4;21;"w_ledig"
1;48;"keine";10297;4;4;39;"m_verheiratet"
1;48;"verzögert";14421;2;3;25;"m_verheiratet"
1;18;"einwandfrei";1056;3;5;30;"m_verheiratet"
1;12;"keine";1274;3;2;37;"w_verheirat"
1;12;"keine";1223;1;5;46;"m_geschieden"
1;12;"keine";1372;2;4;36;"m_geschieden"
1;16;"einwandfrei";2625;2;5;43;"m_verheiratet"
1;20;"einwandfrei";2235;4;3;33;"w_ledig"
1;9;"keine";959;1;3;29;"m_ledig"
1;18;"einwandfrei";884;4;5;36;"m_verheiratet"
1;24;"keine";1246;4;2;23;"m_verheiratet"
1;36;"bestehend";8086;2;5;42;"m_verheiratet"
1;48;"einwandfrei";10127;2;3;44;"m_verheiratet"
1;12;"keine";888;4;5;41;"m_verheiratet"
1;12;"keine";719;4;5;41;"m_verheiratet"
1;36;"keine";12389;1;3;37;"m_verheiratet"
1;12;"keine";709;4;5;57;"m_verheiratet"
1;15;"kritisch";6850;1;1;34;"m_verheiratet"
1;10;"keine";2210;2;3;25;"m_verheiratet"
1;30;"kritisch";7485;4;1;53;"m_ledig"
1;18;"kritisch";1442;4;4;32;"m_verheiratet"
1;12;"einwandfrei";797;4;5;33;"m_ledig"
1;45;"einwandfrei";4746;4;2;24;"m_verheiratet"
1;12;"einwandfrei";939;4;4;28;"w_ledig"
1;21;"keine";1188;2;5;39;"m_ledig"
1;48;"einwandfrei";11590;2;3;24;"w_verheirat"
1;12;"kritisch";609;4;2;26;"m_ledig"
1;18;"einwandfrei";1190;2;1;55;"w_verheirat"
1;21;"keine";2767;4;5;61;"m_geschieden"
1;30;"keine";3441;2;3;21;"m_ledig"
1;30;"verzögert";4280;4;3;26;"w_verheirat"
1;24;"keine";3092;3;2;22;"w_ledig"
1;18;"keine";6761;2;3;68;"m_verheiratet"
1;12;"keine";1331;2;2;22;"m_verheiratet"
1;54;"verzögert";15945;3;2;58;"m_verheiratet"
1;24;"keine";3234;4;2;23;"m_ledig"
1;15;"keine";802;4;5;37;"m_verheiratet"
1;48;"keine";9960;1;2;26;"w_verheirat"
1;24;"bestehend";8648;2;2;27;"m_verheiratet"
1;18;"keine";1345;4;3;26;"w_ledig"
1;45;"keine";1845;4;3;23;"m_verheiratet"
1;21;"kritisch";1647;4;3;40;"m_verheiratet"
1;48;"keine";4844;3;1;33;"m_verheiratet"
1;27;"verzögert";8318;2;5;42;"m_ledig"
1;18;"keine";2100;4;3;37;"m_verheiratet"
1;45;"verzögert";11816;2;5;29;"m_verheiratet"
1;6;"keine";448;4;2;23;"m_ledig"
1;30;"keine";11998;1;2;34;"m_geschieden"
1;48;"verzögert";18424;1;3;32;"m_ledig"
1;6;"keine";14896;1;5;68;"m_verheiratet"
1;12;"keine";2762;1;5;25;"m_ledig"
1;12;"keine";3386;3;5;35;"m_verheiratet"
1;24;"keine";2039;1;2;22;"w_ledig"
1;18;"bestehend";2169;4;3;28;"w_ledig"
1;48;"einwandfrei";5096;2;3;30;"m_ledig"
1;18;"keine";1882;4;3;25;"m_ledig"
1;48;"keine";6999;1;4;34;"w_ledig"
1;12;"einwandfrei";2292;4;1;42;"m_verheiratet"
1;14;"keine";8978;1;5;45;"m_geschieden"
1;12;"keine";674;4;4;20;"w_ledig"
1;18;"keine";976;1;2;23;"m_ledig"
1;24;"keine";2718;3;3;20;"m_ledig"
1;18;"keine";750;4;1;27;"m_ledig"
1;24;"keine";12579;4;5;44;"m_ledig"
1;18;"keine";7511;1;5;51;"m_verheiratet"
1;18;"einwandfrei";3966;1;5;33;"m_ledig"
1;12;"verzögert";6199;4;3;28;"m_verheiratet"
1;24;"keine";1987;2;3;21;"m_verheiratet"
1;24;"keine";2303;4;5;45;"m_verheiratet"
1;21;"einwandfrei";12680;4;5;30;"m_verheiratet"
1;12;"keine";6468;2;1;52;"m_verheiratet"
1;30;"keine";6350;4;5;31;"m_verheiratet"
