Name;Jahr;Sektor;Payout;PayoutVJ;Quote;ROA;FCFUE;lnUEWachs;lnInv;lnFKQ;lnCash;lnGK;lnUE;lnMK;lnAnalyst;Float;ARP;lnKBV;Abgeltung
PLENUM AG;2009;IT;0;0;0;0,052105;-0,006069886;-0,202959869;0,009081997;0;-1,040740127;2,534093561;2,906190425;1,714096154;1,098612289;0,633920218;0;-0,444642379;1
PRAKTIKER BAU-UND HEIMWERK A;2009;Consumer;1;1;0,0014846;0,001556;0,00169526;-0,009736244;0,045740753;0,179730703;-2,219102759;7,671517947;8,27046776;5,379608833;3,044522438;0,839258621;0;-1,420111691;1
PRIMION TECHNOLOGY AG;2009;IT;0;0;0;-0,018911;-0,070990616;0,109922892;0,048542352;0,305858378;-3,629781871;4,209760354;4,063194394;3,26427109;0,693147181;0,151351351;0;-0,022757093;1
PROGRESS-WERK OBERKIRCH AG;2009;Consumer;1;1;0,00528123;0,007256;-0,033746102;0,003038379;0,139577731;0,304104729;-4,50603504;5,323609799;5,562049925;3,669760343;1,386294361;0,4472;0;-0,549453201;1
PROSIEBEN SAT.1 MEDIA AG-PFD;2009;Consumer;1;1;0,000716374;-0,021652;0,407924227;0,119427017;0,017803863;0,593372701;-2,237490808;8,687757418;8,024286396;4,885787384;3,135494216;0,629996618;1;-0,55305466;1
PSI AG;2009;IT;0;0;0;0,042864;0,068164003;0,04497719;0,0173121;0,003317491;-1,467650241;4,631013356;4,858656698;3,929530434;1,609437912;0,927681004;1;0,411326517;1
PULSION MEDICAL SYSTEMS-REG;2009;Health Care;0;0;0;-0,028689;-0,14262213;-0,010494879;0,189431392;0,093176997;-2,020221343;3,171742288;3,330846446;2,75588823;0;0,943406077;0;-0,007337591;1
PUMA AG;2009;Consumer;1;1;0,017466128;0,123774;0,044330877;0,061558774;0,060887925;0,025839272;-1,621998694;7,54892472;7,83367946;7,53646147;3,258096538;0,346993513;1;0,406724825;1
PVA TEPLA AG;2009;IT;0;0;0;0,084825;-0,023020209;0,39387689;0,091975241;0,14554951;-3,156410823;4,804684759;5,127475663;4,057827092;1,609437912;0,733011494;0;0,355649575;1
Q-CELLS SE;2009;IT;0;0;0;0,070288;-0,452409494;0,376285494;0,108494818;0,21077133;-2,775945201;7,949832489;7,13193829;6,972688855;3,63758616;0,436559267;0;-0,225526783;1
QIAGEN N.V.;2009;Health Care;0;0;0;0,031458;0,149556259;0,317934324;0,013579335;0,291814024;-2,158310143;7,967392131;6,794558585;7,80594366;3,33220451;1;0;0,524339215;1
QSC AG;2009;Sonstige;0;0;0;0,002141;0,081939686;0,209471311;0,071596907;0,138716178;-1,97882163;5,867023144;6,0241834;4,812833751;2,772588722;0,547551442;0;-0,226876557;1
R STAHL AG;2009;Industrials;1;1;0,026208456;0,066977;0,082518653;0,044067602;0,050349939;0,058500957;-1,655396363;5,185719614;5,398841204;4,406332831;1,609437912;0,389751553;0;-0,017993953;1
RATIONAL AG;2009;Industrials;1;1;0,033152748;0,311181;0,11424431;0,018843344;0,144884812;0,116326865;-1,87321459;5,342382098;5,837607991;6,528766932;2,833213344;0,284168865;0;1,634241814;1
REALTECH AG;2009;IT;1;1;0,037134882;0,102378;0,037408804;0,105176799;0,014204575;0;-2,168015021;3,83896187;4,260182395;3,287801707;1,098612289;0,543536122;0;-0,062037606;1
REPOWER SYSTEMS AG-REGD;2009;Industrials;0;0;0;0,039215;-0,113982004;0,393637436;0,050080425;0,00278811;-1,53667385;6,512779119;6,522328065;6,638501105;1,791759469;0,134993884;0;0,853047977;1
RHEINMETALL AG;2009;Industrials;1;1;0,012096149;0,038106;0,030498837;-0,034547967;0,054243231;0,10769858;-2,872144244;8,185350223;8,260751355;6,825341462;3,218875825;0,969861111;1;-0,185432392;1
RHOEN-KLINIKUM AG;2009;Health Care;1;1;0,017119248;0,055671;-0,03459644;0,050803374;0,118068753;0,285370653;-3,20846449;7,668978778;7,664007297;7,350268573;3,17805383;0,839298534;0;0,609496045;1
ROHWEDDER AG;2009;Industrials;0;0;0;-0,2214;0,016717602;0,110299996;0,035146194;0,314228088;-3,29969405;4,44804843;4,998744883;2,114205222;0,693147181;0,418545455;0;-0,878121259;1
ROTH & RAU AG;2009;IT;0;0;0;0,107637;-0,13380763;0,621076363;0,031073904;0,015418521;-1,148899049;5,665401942;5,606250495;5,161614092;2,63905733;0,863043478;0;-0,158262594;1
RUECKER AG;2009;Industrials;1;1;0,014254444;0,07003;0,07969605;0,04302309;0,027503734;0,206958883;-1,402230778;4,520047933;5,172442304;3,841092844;1,098612289;0,223654374;0;0,270659499;1
RWE AG (ST.);2009;Sonstige;1;1;0,049585737;0,028928;0,102568421;0,145865884;0,046570611;0,134802709;-4,314869262;11,44496777;10,76848499;10,34288559;3,688879454;0,778099178;1;1,057112763;1
SAF-HOLLAND SA;2009;Consumer;0;1;0;-0,045761;-0,008894971;-0,017052572;0,039972166;0,471137986;-4,139940931;6,286690592;6,683068037;2,8789422;1,791759469;0,585064245;0;-1,493081848;1
SALZGITTER AG;2009;Sonstige;1;1;0,006731295;0,078831;-0,009456605;0,20403657;0,070768782;0,020306422;-2,687563718;9,071239257;9,433419937;7,932547923;3,218875825;0,635206416;1;-0,543545595;1
SANOCHEMIA PHARMAZEUTIKA AG;2009;Health Care;0;0;0;-0,036944;-0,25566354;-0,003482055;0,02786357;0,227248714;-1,827172345;4,487152123;3,385440559;3,027198876;0,693147181;0,994519475;0;-0,958223056;1
SAP AG;2009;IT;1;1;0,052948726;0,153526;0,157149028;0,120985015;0,024095839;0,171653185;-2,387375263;9,539644119;9,356602879;10,38449338;3,828641396;0,70830495;1;1,493808274;1
SARTORIUS AG (ST);2009;Sonstige;1;1;0,006121438;0,010652;0,024260122;0,037640619;0,028070391;0,244427434;-3,674058112;6,762734131;6,41611281;4,644893773;0,693147181;0,660897436;0;-0,424506005;1
SCHALTBAU HOLDING AG;2009;Industrials;1;0;0,003335165;0,071161;0,024033177;0,188510698;0,036764381;0,313625366;-3,4509754;5,124701802;5,635489358;3,982972899;1,098612289;0,787586945;1;2,157604588;1
SCHLOTT GRUPPE AG;2009;Industrials;1;1;0,006617289;-0,034873;0,028813581;-0,028265739;0,014512932;0,294177432;-5,404858802;6,11780861;6,15011651;3,849559029;1,791759469;0,425854288;1;-1,214396018;1
SECUNET SECURITY AG;2009;IT;0;0;0;0,047309;0,098023404;0,23239978;0,020162794;0;-0,907541818;3,673420579;3,9528674;3,090269427;1,098612289;0,236;0;-0,070324529;1
SEDO HOLDING AG;2009;Consumer;0;0;0;-0,083134;0,065641173;-0,471978378;0,005613884;0,095541062;-2,527445153;5,015654676;4,96257956;4,410847932;1,609437912;0,122719988;0;0,675230981;1
SFC ENERGY AG-BR;2009;Industrials;0;0;0;-0,041041;-0,261381907;0,014032088;0,014655168;0,002152681;-0,185215994;4,004410737;2,677852128;3,721814417;1,945910149;0,406542709;0;-0,182889515;1
SGL CARBON SE;2009;Industrials;0;0;0;0,115981;-0,012969283;0,160167116;0,125186071;0,205130282;-2,680264535;7,493261568;7,384920701;7,052936755;2,995732274;0,94881543;0;0,415281445;1
SIEMENS AG;2009;Industrials;1;1;0,018916094;0,061553;0,052685349;0,065174257;0,038635046;0,157187493;-2,61770182;11,4559635;11,25579846;10,56384868;3,713572067;0,856257308;1;0,309350562;1
SILICON SENSOR INTL AG;2009;IT;0;1;0;-0,205556;-0,354769951;0,038582048;0,273285098;0,272073896;-2,433454232;3,966227059;3,649878717;2,934076899;0,693147181;1;0;-0,17487325;1
SINGULUS TECHNOLOGIES;2009;Industrials;0;0;0;-0,112273;-0,067787662;-0,078751042;0,007564524;0,083789526;-2,358675918;6,051123997;5,357213437;4,334587614;2,564949357;0,935013263;0;-1,152072725;1
SINNERSCHRADER AG;2009;IT;1;1;0,038206515;0,087633;0,09418404;0,262578088;0,023206119;0;-0,786892417;2,992426817;3,185099783;2,795820152;0,693147181;0,674261457;1;0,221611632;1
SIXT AG (ST.);2009;Sonstige;1;1;0,007428753;0,02723;0,004902292;0,122832488;0,006922;0,44547077;-4,660612891;7,811702259;7,480915666;5,041839603;2,079441542;0,432005828;0;-0,732024977;1
SKW STAHL-METALLURGIE HOLDIN;2009;Sonstige;1;1;0,005820735;0,053407;-0,003714067;0,457822869;0,03189227;0,246222375;-3,022579662;5,281944052;5,934240543;3,576325684;0,693147181;1;0;-0,827427216;1
SKY DEUTSCHLAND AG;2009;Consumer;0;0;0;-0,161173;-0,176961173;0,004226058;0,019643155;0,23629351;-3,151503025;7,358521296;6,847084469;5,378593109;2,944438979;0,707462649;0;-1,269522021;1
SMA SOLAR TECHNOLOGY AG;2009;IT;1;0;0,050910297;0,377771;0,176833321;0,733433672;0,133287517;0,158337048;-0,668317396;6,151793956;6,524429771;6,992486508;2,397895273;0,256916427;0;1,354994488;1
SMARTRAC NV;2009;IT;0;0;0;0,092746;0,078779352;0,150956441;0,057006506;0,2715283;-2,063397265;5,178333787;4,721182766;4,65681359;1,609437912;0,792237443;1;0,097300004;1
SMT SCHARF AG;2009;Industrials;1;1;0,071774952;0,105722;0,192248305;-0,029061216;0,016699008;0,083788606;-1,233058393;4,019186295;3,906785313;3,593256375;1,098612289;0,428571429;0;0,398901138;1
SOFTING AG;2009;IT;0;0;0;0,109689;0,150081097;0,141012464;0,021861192;0;-1,546374917;3,154311703;3,50721668;2,400764698;0,693147181;0,729466028;1;-0,354879772;1
SOLAR-FABRIK AG;2009;IT;0;0;0;-0,399595;-0,163346725;0,28318146;0,148950504;0,158652816;-3,826082162;4,306036122;5,18440371;3,365232997;1,945910149;0,724176294;0;-0,367849007;1
SOLARWORLD AG;2009;IT;1;1;0,018613568;0,077739;0,019926448;0,266645855;0,119641245;0,285085705;-1,591759299;7,659464721;6,802740259;7,352213328;3,36729583;0,662701396;0;0,617535051;1
SOLON SE;2009;IT;0;0;0;0,039262;-0,231622081;0,48255577;0,100904143;0,353818769;-5,335608722;6,805784567;6,703304671;4,594282298;2,833213344;0,582199504;0;-1,334616645;1
SPLENDID MEDIEN AG;2009;Consumer;0;0;0;0,018507;0,260018215;0,222211917;0,007908011;0,18779737;-1,307718883;3,587649286;3,559226246;1,427810754;0;0,293871297;0;-1,258282208;1
STADA ARZNEIMITTEL AG;2009;Health Care;1;1;0,018561456;0,030432;0,034683665;0,047060097;0,028819714;0,375736905;-3,106934994;7,811760452;7,406203012;6,592286219;3,218875825;1;0;-0,127817905;1
STRATEC BIOMEDICAL AG;2009;Health Care;1;1;0,065584673;0,08961;0,053435415;-0,102136828;0,020260534;0,08369388;-1,292657439;4,248005122;4,110395061;4,75041641;1,791759469;0,566126915;1;0,828585906;1
SUEDZUCKER AG;2009;Consumer;1;1;0,012900312;0,02076;-0,015328803;0,015741451;0,048650545;0,303068344;-3,850835382;8,950091868;8,677831353;7,90025588;2,48490665;0,341297253;0;0,276323244;1
SUESS MICROTEC AG;2009;IT;0;0;0;-0,0876;0,06240586;-0,13571549;0,011660071;0,092945568;-2,008654674;5,03409137;4,79987311;3,020809934;1,945910149;0,729713849;0;-1,483093436;1
SUNWAYS AG;2009;IT;0;0;0;-0,020117;-0,085903462;0,206092607;0,073739838;0,189252482;-3,294779882;4,569024739;5,569645184;3,001582627;1,791759469;0,782030238;0;-0,720306646;1
SURTECO SE;2009;Consumer;1;1;0,009618868;0,013443;0,020107498;-0,028221507;0,041290631;0,387227136;-2,09244006;6,19455436;5,998896859;4,50556306;1,386294361;0,237020316;0;-0,690347577;1
SYMRISE AG;2009;Sonstige;1;1;0,044767177;0,049101;0,06641906;0,035006075;0,019971875;0,319004852;-3,312615845;7,544691303;7,18528254;6,891977094;3,091042453;0,940003216;0;0,417482234;1
SYSKOPLAN AG;2009;IT;1;1;0,023329661;0,068481;0,128036046;0,056472957;0,019995039;0,07559993;-0,829589641;3,966170224;4,107770694;3,18222855;1,386294361;0,432438148;1;-0,234867427;1
SYSTAIC AG;2009;Industrials;0;0;0;0,022838;-0,372964396;1,8733413;0,080797257;0,245301833;-4,437982596;5,422156251;5,291890257;3,577718057;0,693147181;0,592583645;0;-0,259359841;1
SYZYGY AG;2009;IT;1;1;0,057138802;0,062584;0,268458069;0,147784458;0,0169111;0;-1,709608018;4,106684774;3,456537477;3,430728591;0,693147181;0,643566816;0;-0,033479307;1
TAKKT AG;2009;Consumer;1;1;0,062565373;0,136783;0,074044274;-0,056377777;0,051225936;0,145879712;-5,028711694;6,274306174;6,837488382;6,138330544;2,397895273;0,273004115;0;0,356495124;1
TECHNOTRANS;2009;Industrials;0;1;0;-0,030749;0,002025735;-0,077998299;0,071142472;0,215674124;-2,537346804;4,472917975;4,953549819;2,991848341;2,079441542;0,862335156;1;-0,732814951;1
TELEGATE AG;2009;Industrials;1;1;0,090574787;0,144855;0,190649126;-0,054226012;0,014711753;0;-1,233790722;5,212743138;5,100555215;4,997022056;1,609437912;0,235036496;0;0,431687419;1
TELEPLAN INTERNATIONAL NV;2009;Industrials;0;0;0;0,044701;0,038217544;0,077471096;0,015965735;0,336886437;-2,237871396;4,995156107;5,718306489;3,132703604;0,693147181;0,551355326;0;-0,327073354;1
THYSSENKRUPP AG;2009;Sonstige;1;1;0,012518918;0,055071;-0,00177816;0,032394583;0,086755193;0,100792398;-2,726640845;10,63686455;10,8860528;8,907411803;3,465735903;0,649399696;1;-0,503298585;1
TIPP24 SE;2009;Consumer;1;1;0,096774757;0,071454;0,184522147;0,019030761;0,012721564;0;-1,50354078;4,534225053;3,825122168;4,406301433;1,609437912;0,453110911;1;0,295058732;1
TOGNUM AG;2009;Industrials;1;1;0,02935192;0,08448;0,043088315;0,099879724;0,048525392;0,144845521;-3,825514195;7,845494342;8,049778209;6,892025081;3,091042453;0,749998097;0;0,382358973;1
TOMORROW FOCUS AG;2009;IT;0;0;0;0,016379;0,074812644;0,028672973;0,0406306;0,346440248;-1,929565607;4,932918768;4,345440448;4,586068953;1,791759469;0,390178685;0;0,443873471;1
TRIPLAN AG;2009;Industrials;0;0;0;0,120536;0,036485623;0,062034451;0,022160682;0,048144241;-1,319333267;3,204127603;3,849083206;3,301639922;0,693147181;0,47047778;0;0,604566263;1
TUI AG;2009;Consumer;0;1;0;-0,007354;-0,014539683;0,160952353;0,052274829;0,27416893;-2,100089786;9,723487323;9,837043259;6,937053592;3,135494216;0,574695717;0;-0,46626051;1
TV-LOONLAND AG;2009;Consumer;0;0;0;0,208164;0,024172729;-0,223472355;0,002206977;0,18910268;-3,128029352;2,342766883;1,449503875;0,860747958;0,693147181;0,71232336;0;0,046035526;1
UMS UNITED MEDICAL SYS INTL;2009;Health Care;0;0;0;0,098807;0,250253202;-0,07444449;0,029897733;0,239418395;-2,18155501;3,451034617;3,513632811;2,951523885;0,693147181;0,6796875;1;0,201628316;1
UNITED INTERNET AG;2009;IT;0;1;0;-0,103784;0,070648589;0,054258045;0,037440998;0,401491892;-2,990805126;7,004879177;7,359062719;7,206759987;3,17805383;0,4532601;1;2,19307531;1
UNITED LABELS AG;2009;Consumer;1;1;0,018988157;0,014462;0,062841759;0,022994586;0,078493523;0,155879185;-2,364651096;3,971265025;3,789586409;2,102041723;0,693147181;0,372380952;0;-1,388729417;1
USU SOFTWARE AG;2009;IT;1;1;0,045626453;0,024092;0,045295347;0,090181597;0,005065354;0;-2,17764031;3,991813374;3,525683825;3,096201825;0;0,68427673;1;-0,761579068;1
VBH HOLDING AG;2009;Industrials;1;0;0,01007762;0,048537;0,020496717;0,06573905;0,015154146;0,279153306;-3,335518354;5,928830877;6,76077268;4,914074444;1,609437912;0,714500983;0;0,055437296;1
VERBIO AG;2009;Sonstige;0;0;0;0,017548;0,089317781;0,490858399;0,017857221;0,061503294;-2,376426026;6,196596866;6,502152661;4,173178848;1,791759469;0,356825397;1;-1,634412139;1
VERSATEL AG;2009;Sonstige;0;0;0;-0,043943;-0,045244801;0,083898955;0,114865112;0,448612716;-2,847020434;7,032499805;6,635901935;5,648378286;2,708050201;0,331204546;0;-0,022850693;1
VILLEROY & BOCH AG-PFD;2009;Industrials;1;1;0,006179984;0,014015;-0,010923029;-0,009116429;0,033942381;0,095614679;-2,572221531;6,649386024;6,734453719;3,873747422;0,693147181;1;0;-1,295359065;1
VISCOM AG;2009;IT;0;1;0;-0,024713;0,033537013;-0,040653259;0,013504429;0,027666722;-0,906861176;4,174679535;3,910321559;3,085152139;1,098612289;0,314966741;1;-0,952219345;1
VITA 34 INTERNATIONAL AG;2009;Health Care;0;0;0;-0,040814;-0,066381434;0,288849641;0,023558612;0,096129844;-1,276350299;3,473797074;2,736054398;1,886913728;0,693147181;1;0;-1,095371316;1
VOLKSWAGEN AG (ST.);2009;Sonstige;1;1;0,00500437;0,030344;-0,011906017;0,044110661;0,069880604;0,345838946;-2,874930516;12,031237;11,6422681;11,17109256;3,555348061;0,373200645;0;1,012844014;1
VOSSLOH AG;2009;Industrials;1;1;0,036602622;0,104568;0,086418735;0,16981619;0,027685467;0,147451433;-1,687355062;7,199977032;7,100604558;7,024155567;3,295836866;0,635644769;1;0,795887336;1
VTG AG;2009;Industrials;1;0;0,01054246;0,022444;-0,05954953;0,117028974;0,118546682;0,354570331;-3,78195358;7,123259404;6,411248319;4,797942425;2,079441542;0,342325494;0;-0,857147118;1
W.O.M. WORLD OF MEDICINE AG;2009;Health Care;0;0;0;0,117317;-0,003002897;0,033498604;0,224585138;0,055939783;-1,599693029;3,489199101;3,609952582;4,415634268;0;0,057333333;1;1,180999274;1
WACKER CHEMIE AG;2009;Sonstige;1;1;0,021841139;0,102865;0,060235918;0,128105574;0,149739516;0,057226856;-3,120153366;8,439253271;8,365928344;7,939535096;3,401197382;0,334995111;0;0,256383408;1
WACKER NEUSON SE;2009;Industrials;1;1;0,015312105;0,031247;-0,06319205;0,159440947;0,076053347;0,101922814;-2,88851621;7,072091906;6,768873599;5,833730909;2,397895273;0,36629598;0;-0,978707185;1
WASHTEC AG;2009;Industrials;0;0;0;0,073968;0,072169613;0,019144568;0,047199874;0,233325934;-3,454913429;5,312257746;5,652910144;4,330473306;1,386294361;0,632434211;1;-0,124263681;1
WAVELIGHT AG;2009;Sonstige;0;0;0;-0,147633;0,08923148;0,255729224;0,040368049;0,007690353;-2,64267397;4,127908279;4,50949594;4,841849268;0,693147181;0,224111752;0;2,375805407;1
WINCOR NIXDORF AG;2009;IT;1;1;0,030394187;0,101292;0,058546863;0,078015115;0,046371215;0,152644689;-4,374826074;7,14984933;7,748705895;7,02062602;3,135494216;0,949644854;1;1,38454336;1
WIRECARD AG;2009;IT;1;0;0,041384238;0,103358;0,141629728;0,383044978;0,030254454;0,021154654;-0,764710816;6,042512161;5,282136662;6,124573232;2,397895273;0,875825147;0;0,792099782;1
XING AG;2009;IT;0;0;0;0,108893;0,464502636;0,605692069;0,019798178;0,001626676;-0,556996319;4,316380834;3,552601436;4,978289735;1,791759469;0,656478278;1;1,018356061;1
ZAPF CREATION AG;2009;Consumer;0;0;0;-0,060027;-0,082748048;-0,056732269;0,056718857;0,318586813;-2,543048493;4,547901178;4,64789437;2,715019777;0;0,354114843;1;-0,402223614;1
118000 AG;2010;IT;0;0;0;0,385397;0,254905297;0,291356065;0,039490623;0;-0,161334903;2,573222731;2,869828857;3,698257411;1,098612289;0,513513514;0;1,521241323;1
4SC AG;2010;Health Care;0;0;0;-0,339105;-8,045137023;-0,467111815;0,006859156;0;-0,417062064;3,987186135;0,621113978;4,744536892;1,098612289;0,260706958;0;0,814503716;1
AAP IMPLANTATE;2010;Health Care;0;0;0;0,029872;0,021358871;0,037459548;0,06269639;0,115413119;-3,259677869;4,137643487;3,499563493;3,565501037;0,693147181;0,209418263;0;-0,231921254;1
ADIDAS AG;2010;Consumer;1;1;0,00705381;0,026619;0,0981601;-0,039476026;0,021733929;0,191016149;-2,438130585;9,090993614;9,247732491;8,978859074;3,63758616;0,972162741;0;0,743765467;1
ADVA AG OPTICAL NETWORKING;2010;IT;0;0;0;0,006721;0,034191265;0,06722491;0,09640466;0,134599072;-1,353679274;5,2831885;5,45021408;5,038444722;1,791759469;0,801035775;0;0,42066077;1
AGENNIX AG;2010;Sonstige;0;0;0;-0,16093;-2,758585076;-0,468259551;0,000118563;0,001913169;-2,262449215;4,697202271;2,047176581;4,57381778;0,693147181;1;0;0,112814766;1
AIR BERLIN PLC;2010;Industrials;0;0;0;-0,003928;-0,009672121;-0,044713933;0,064915101;0,331336931;-1,865816735;7,788019624;8,083434776;5,852138564;2,772588722;0,599594021;1;-0,563422257;1
AIXTRON SE;2010;IT;1;1;0,049858679;0,100833;0,226410484;0,098659111;0,015431005;0;-0,99828208;6,351049752;5,713260747;7,80942937;2,944438979;0,882255357;0;1,773924849;1
ALEO SOLAR AG;2010;IT;0;0;0;0,059198;0,080834995;0,042129939;0,060267571;0,154210107;-4,7077164;5,038457962;5,929722113;4,810651954;2,197224577;0,300460476;0;0,31488066;1
AMADEUS FIRE AG;2010;Industrials;1;1;0,068057537;0,205333;0,10581872;-0,034129854;0,012285397;0;-0,650181536;3,867255739;4,707239291;4,510646231;0,693147181;0,737206618;0;1,05087556;1
ANALYTIK JENA AG;2010;Health Care;0;0;0;0,019476;0,008153855;0,292756177;0,051030887;0,256388754;-1,981478625;4,323668973;4,264537306;3,870016497;1,098612289;0,56217765;0;0,280580764;1
ARTNET AG;2010;Consumer;0;0;0;-0,065771;-0,026427139;-0,006920894;0,021429821;0,032662718;-1,098810057;1,883122475;2,502951197;3,244095366;0,693147181;0,488900728;0;1,931323764;1
AS CREATION TAPETEN;2010;Consumer;1;1;0,018239053;0,04604;0,130003993;0,028579682;0,032200599;0,178505117;-2,687965337;5,086578534;5,200292104;4,426352793;1,098612289;0,417997097;0;-0,00164975;1
ASIAN BAMBOO AG-BR;2010;Consumer;1;1;0,07177462;0,153416;0,585046315;0,290751357;0,006442212;0,019227952;-1,939472839;5,311687586;4,071092994;6,155421088;1,386294361;0,517932264;1;0,902042303;1
ATOSS SOFTWARE AG;2010;IT;1;1;0,069206175;0,175634;0,241121463;0,076558182;0,023013129;0,000622806;-0,284938778;3,246498774;3,370291339;4,044478901;1,098612289;0,500496771;0;1,355746289;1
AUGUSTA TECHNOLOGIE AG;2010;IT;1;1;0,023756688;0,030098;0,084520792;-0,176807587;0,019583865;0,1741222;-1,915773307;4,958913838;4,668426636;4,555468584;1,609437912;0,84009009;0;-0,105325052;1
AURUBIS AG;2010;Sonstige;1;1;0,003972781;-0,015469;0,067332169;-0,226244605;0,056373195;0,196537529;-2,400599347;7,95062051;8,807902378;7,312728812;2,564949357;0,747394177;0;0,379743592;1
AXEL SPRINGER AG;2010;Consumer;1;1;0,055564596;0,105681;0,088475952;-0,043806653;0,013183671;0,124874278;-2,699707298;7,984224885;7,867714893;7,914452726;1,945910149;0,31810188;0;0,769726016;1
BALDA AG;2010;IT;0;0;0;0,179202;0,064736505;-0,697277699;0,046670409;0,151977463;-1,730176255;5,518765288;4,898451553;5,206621923;0,693147181;0,448547741;0;0,150161891;1
BASF SE;2010;Sonstige;1;1;0,030801379;0,027612;0,074231156;-0,206237271;0,047741899;0,253905513;-3,330022294;10,84482205;10,83354311;10,59463594;3,63758616;1;0;0,825994814;1
BASLER AG;2010;IT;0;0;0;-0,196793;0,023147461;-0,516956043;0,0983919;0,429198562;-2,25222475;3,961688976;3,517408813;3,105570499;1,098612289;0,39;0;0,233300483;1
BAUER AG;2010;Industrials;1;1;0,009373641;0,035046;-0,090076723;-0,163107338;0,102780156;0,320080044;-3,465284589;7,077633909;6,999917783;6,341600524;2,708050201;0,518125037;0;0,415471553;1
BAYER AG-REG;2010;Health Care;1;1;0,037144738;0,026247;0,098530544;-0,054627267;0,030390438;0,226093596;-2,930180395;10,8404041;10,34714721;10,64736895;3,737669618;1;0;0,800610379;1
BAYWA AG (VZ.);2010;Sonstige;1;1;0,001798617;0,015003;0,018400208;-0,191719984;0,036840461;0,204472731;-5,004136506;7,985921974;8,890168716;6,807382161;1,945910149;0,749923421;0;0,162873764;1
BEATE UHSE AG;2010;Consumer;0;0;0;0,0098;0,014651443;-0,091898207;0,041466779;0,257973872;-3,229929898;5,212585171;5,441092157;3,941344156;0,693147181;0,502272998;0;-0,637169023;1
BECHTLE AG;2010;IT;1;1;0,009021487;0,067388;0,024466634;-0,037115331;0,025867483;0,017448879;-1,918247565;6,255106841;7,229336478;6,086526472;2,397895273;0,430203964;1;0,285020309;1
BEIERSDORF AG;2010;Consumer;1;1;0,030688935;0,082542;0,077244259;-0,038062264;0,026845808;0,035286059;-1,790019582;8,432506383;8,656607247;9,32642725;3,583518938;0,3955;0;1,347934603;1
BERTRANDT AG;2010;Industrials;1;1;0,026372924;0,114884;0,102322159;-0,121340857;0,0463932;0,000527861;-1,500787883;5,293013325;5,952201233;5,435123023;1,945910149;0,654047126;1;0,68608643;1
BETA SYSTEMS SOFTWARE AG;2010;IT;0;0;0;0,016774;-0,050070278;-0,108919062;0,007195765;0,177166626;-3,657552978;4,343675543;4,395756941;3,542024904;1,098612289;0,571525322;0;0,148523131;1
BILFINGER BERGER SE;2010;Industrials;1;1;0,009607649;0,019057;0,022399198;-0,018244422;0,019158916;0,250045624;-2,297134406;8,979744131;9,167505958;7,708249505;3,135494216;0,958999652;0;0,369755457;1
BIOLITEC AG;2010;Health Care;0;0;0;-0,020154;0,119109918;-0,004450891;0,06358631;0,066033029;-2,046164408;4,112685337;3,41390628;3,871973379;1,098612289;0,25028528;0;-0,053387204;1
BIOTEST AG (VZ.);2010;Sonstige;1;1;0,0052639;0,041896;-0,014316003;0,010864764;0,057216559;0,279826296;-4,544612241;6,451187385;5,966282627;5,238815752;1,945910149;1;0;0,486326667;1
BMW AG (ST.);2010;Sonstige;1;1;0,003563436;0,002009;-0,054655591;-0,048451022;0,118418203;0,470942563;-2,574627933;11,5322672;10,83330637;9,818123353;3,80666249;0,532999444;0;0,003415158;1
BURGBAD AG;2010;Sonstige;1;1;0,05348054;0,093422;0,097503229;-0,006713485;0,064258102;0,131071244;-1,947230456;3,971291414;4,369219978;4,412085506;0,693147181;0,067045455;0;1,092346945;1
CANCOM IT SYSTEME AG;2010;IT;1;0;0,003689305;0,039597;0,01188701;0,148579475;0,033960358;0,129718633;-1,652779721;4,904548589;6,046137374;4,11531596;1,386294361;0,755846406;1;0,329246767;1
CARL ZEISS MEDITEC AG;2010;Health Care;1;1;0,022865258;0,068759;0,12034264;0,064360693;0,013595495;0,049910489;-1,32758397;6,625876336;6,461607229;6,855119062;2,63905733;0,349600295;0;0,599661833;1
CELESIO AG;2010;Health Care;1;1;0,003956329;0,000436;0,016737063;0,015498279;0,018063614;0,237815392;-4,146918686;8,996602449;9,975677973;8,258319613;3,135494216;0,441998824;0;0,500843381;1
CENIT AG;2010;IT;1;0;0,029025992;0,065715;0,096360189;0,036872767;0,021774011;0;-0,852201596;3,775309412;4,460005676;3,783994451;1,609437912;1;0;0,449097968;1
CENTROSOLAR GROUP AG;2010;IT;0;0;0;-0,146679;0,104044651;-0,074569463;0,043076457;0,274057174;-2,588077133;5,211440526;5,732382889;4,271898642;1,945910149;0,884030886;0;-0,095975487;1
CENTROTEC SUSTAINABLE AG;2010;Industrials;0;0;0;0,014247;0,051327331;-0,020087408;0,054113524;0,278270926;-2,37377113;5,93923924;6,14550022;5,276578923;1,791759469;0,407274468;0;0,386399346;1
CENTROTHERM PHOTOVOLTAICS AG;2010;IT;0;0;0;0,040602;0,029424069;0,306596806;0,045864498;0;-1,710983602;6,606993371;6,232724992;6,539062186;3,091042453;0,28858331;0;0,698276121;1
CEWE COLOR HOLDING AG;2010;Industrials;1;1;0,018908624;0,025426;0,018113139;-0,024527351;0,09726069;0,114310346;-3,486792164;5,593119034;6,015700958;5,291891998;1,945910149;0,476829268;1;0,493218505;1
