"";"date";"season";"year";"month";"day_of_week";"weekend";"holiday";"temp_actual";"temp_feel";"humidity";"windspeed";"weather_cat";"rides"
"223";2011-12-06;"fall";2011;"Dec";"Tue";FALSE;"no";18,9625;22,82;94,9583;15,583061;"categ3";2468
"224";2011-12-07;"fall";2011;"Dec";"Wed";FALSE;"no";16,81;20,0123;97,0417;17,833725;"categ3";655
"225";2011-12-08;"fall";2011;"Dec";"Thu";FALSE;"no";10,899153;12,8469;58;16,083886;"categ1";3172
"226";2011-12-09;"fall";2011;"Dec";"Fri";FALSE;"no";11,924153;15,8771;69,5833;5,5420189;"categ1";3359
"227";2011-12-11;"fall";2011;"Dec";"Sun";TRUE;"no";9,054153;12,6577;49;4,4582939;"categ1";2366
"228";2011-12-13;"fall";2011;"Dec";"Tue";FALSE;"no";11,5825;15,0569;59;9,41685;"categ1";3368
"229";2011-12-15;"fall";2011;"Dec";"Thu";FALSE;"no";17,3225;20,61185;63,4167;17,958814;"categ2";3528
"230";2011-12-16;"fall";2011;"Dec";"Fri";FALSE;"no";15,375;17,99125;50,0417;17,458525;"categ2";3399
"231";2011-12-17;"fall";2011;"Dec";"Sat";TRUE;"no";10,591653;12,46855;56,0833;16,292189;"categ2";2464
"232";2011-12-18;"fall";2011;"Dec";"Sun";TRUE;"no";9,771653;12,27895;58,625;11,375193;"categ1";2211
"233";2011-12-19;"fall";2011;"Dec";"Mon";FALSE;"no";11,343347;14,04665;63,75;11,584032;"categ1";3143
"234";2011-12-20;"fall";2011;"Dec";"Tue";FALSE;"no";15,819153;19,8227;59,5417;4,1252436;"categ2";3534
"235";2011-12-21;"winter";2011;"Dec";"Wed";FALSE;"no";17,561653;21,40085;85,8333;14,8338;"categ2";2553
"236";2011-12-22;"winter";2011;"Dec";"Thu";FALSE;"no";17,356653;21,30605;75,75;3,167425;"categ2";2841
"237";2011-12-23;"winter";2011;"Dec";"Fri";FALSE;"no";15,306653;18,87565;68,625;18,374482;"categ1";2046
"238";2011-12-24;"winter";2011;"Dec";"Sat";TRUE;"no";12,4025;14,9621;54,25;12,750368;"categ1";856
"239";2011-12-26;"winter";2011;"Dec";"Mon";FALSE;"yes";13,191299;15,77675;50,6957;16,044155;"categ1";887
"240";2011-12-27;"winter";2011;"Dec";"Tue";FALSE;"no";13,325;16,38165;76,25;12,62615;"categ2";1059
"241";2011-12-28;"winter";2011;"Dec";"Wed";FALSE;"no";12,26433;13,9987;50,3913;19,695387;"categ1";2047
"242";2011-12-30;"winter";2011;"Dec";"Fri";FALSE;"no";12,778347;15,9406;63,6667;9,000579;"categ1";2508
"243";2011-12-31;"winter";2011;"Dec";"Sat";TRUE;"no";16,81;20,70605;61,5833;14,750318;"categ1";1820
"244";2012-01-01;"winter";2012;"Jan";"Sun";TRUE;"no";15,17;18,78105;69,25;12,875189;"categ1";1608
"245";2012-01-02;"winter";2012;"Jan";"Mon";FALSE;"yes";11,194763;12,6152;38,1304;22,087555;"categ1";1707
"246";2012-01-05;"winter";2012;"Jan";"Thu";FALSE;"no";10,899153;13,9206;52,4167;8,709129;"categ1";3132
"247";2012-01-06;"winter";2012;"Jan";"Fri";FALSE;"no";13,700847;17,01335;54,2083;11,249836;"categ1";3791
"248";2012-01-08;"winter";2012;"Jan";"Sun";TRUE;"no";13,8375;17,0129;46,5;12,833314;"categ1";2826
"249";2012-01-10;"winter";2012;"Jan";"Tue";FALSE;"no";12,656536;15,9413;64,6522;12,565984;"categ1";3425
"250";2012-01-11;"winter";2012;"Jan";"Wed";FALSE;"no";11,240847;14,14105;84,75;8,791807;"categ2";2085
"251";2012-01-12;"winter";2012;"Jan";"Thu";FALSE;"no";15,6825;19,0969;80,2917;12,124789;"categ2";3828
"252";2012-01-13;"winter";2012;"Jan";"Fri";FALSE;"no";11,240847;12,4681;50,75;25,333236;"categ1";3040
"253";2012-01-14;"winter";2012;"Jan";"Sat";TRUE;"no";7,38;9,15435;45,75;12,541261;"categ1";2160
"254";2012-01-15;"winter";2012;"Jan";"Sun";TRUE;"no";6,833347;8,08125;41,9167;16,834286;"categ1";2027
"255";2012-01-16;"winter";2012;"Jan";"Mon";FALSE;"yes";7,79;9,53315;52,25;15,500986;"categ1";2081
"256";2012-01-17;"winter";2012;"Jan";"Tue";FALSE;"no";15,294763;18,2139;71,6087;23,39171;"categ2";2808
"257";2012-01-18;"winter";2012;"Jan";"Wed";FALSE;"no";12,436653;13,7627;44,3333;27,833743;"categ1";3267
"258";2012-01-19;"winter";2012;"Jan";"Thu";FALSE;"no";7,79;9,5019;49,75;14,750586;"categ1";3162
"259";2012-01-20;"winter";2012;"Jan";"Fri";FALSE;"no";8,9175;11,0479;45;13,58425;"categ2";3048
"260";2012-01-21;"winter";2012;"Jan";"Sat";TRUE;"no";7,106653;8,74375;83,125;14,917014;"categ2";1234
"261";2012-01-22;"winter";2012;"Jan";"Sun";TRUE;"no";6,6625;8,1125;79,625;13,375746;"categ2";1781
"262";2012-01-23;"winter";2012;"Jan";"Mon";FALSE;"no";8,951653;12,1529;91,125;7,417436;"categ2";2287
"263";2012-01-24;"winter";2012;"Jan";"Tue";FALSE;"no";14,0425;17,4554;83,5833;8,292389;"categ1";3900
"264";2012-01-25;"winter";2012;"Jan";"Wed";FALSE;"no";12,060847;14,74105;64,375;10,791757;"categ1";3803
"265";2012-01-26;"winter";2012;"Jan";"Thu";FALSE;"no";14,008347;17,8025;76,9583;4,9175186;"categ2";3831
"266";2012-01-28;"winter";2012;"Jan";"Sat";TRUE;"no";12,949153;16,31895;54,3333;14,125543;"categ1";3248
"267";2012-01-29;"winter";2012;"Jan";"Sun";TRUE;"no";11,5825;13,63605;31,125;16,08335;"categ1";2685
"268";2012-01-30;"winter";2012;"Jan";"Mon";FALSE;"no";11,035847;13,13125;40,0833;14,458064;"categ1";3498
"269";2012-01-31;"winter";2012;"Jan";"Tue";FALSE;"no";15,99;19,06585;41,6667;17,541739;"categ1";4185
"270";2012-02-01;"winter";2012;"Feb";"Wed";FALSE;"no";19,235847;23,3269;50,7917;12,667489;"categ1";4275
"271";2012-02-02;"winter";2012;"Feb";"Thu";FALSE;"no";16,365847;19,94855;67,2917;12,541529;"categ2";3571
"272";2012-02-03;"winter";2012;"Feb";"Fri";FALSE;"no";12,846653;15,4673;52,6667;11,959232;"categ1";3841
"273";2012-02-04;"winter";2012;"Feb";"Sat";TRUE;"no";10,830847;13,63625;77,9583;8,167032;"categ2";2448
"274";2012-02-05;"winter";2012;"Feb";"Sun";TRUE;"no";10,899153;13,22605;68,7917;11,791732;"categ2";2629
"275";2012-02-06;"winter";2012;"Feb";"Mon";FALSE;"no";11,586969;14,8213;62,2174;10,3046;"categ1";3578
"276";2012-02-07;"winter";2012;"Feb";"Tue";FALSE;"no";14,520847;18,0552;49,625;9,874393;"categ1";4176
"277";2012-02-08;"winter";2012;"Feb";"Wed";FALSE;"no";10,523347;13,32105;72,2917;8,959307;"categ2";2693
"278";2012-02-09;"winter";2012;"Feb";"Thu";FALSE;"no";10,865;13,0994;56,2083;13,000479;"categ1";3667
"279";2012-02-10;"winter";2012;"Feb";"Fri";FALSE;"no";11,514153;14,6779;54;7,834243;"categ2";3604
"280";2012-02-11;"winter";2012;"Feb";"Sat";TRUE;"no";9,190847;10,54335;73,125;19,416332;"categ3";1977
"281";2012-02-13;"winter";2012;"Feb";"Mon";FALSE;"no";9,1225;11,39565;41,125;11,207961;"categ1";3328
"282";2012-02-14;"winter";2012;"Feb";"Tue";FALSE;"no";13,085847;16,6973;50,875;9,458993;"categ2";3787
"283";2012-02-15;"winter";2012;"Feb";"Wed";FALSE;"no";14,281653;17,58145;53,125;12,1672;"categ1";4028
"284";2012-02-16;"winter";2012;"Feb";"Thu";FALSE;"no";12,983347;16,5081;75,2917;6,125475;"categ2";2931
"285";2012-02-17;"winter";2012;"Feb";"Fri";FALSE;"no";14,076653;17,58145;63,4583;13,791682;"categ1";3805
"286";2012-02-18;"winter";2012;"Feb";"Sat";TRUE;"no";14,213347;17,77125;53,4583;12,792243;"categ1";2883
"287";2012-02-19;"winter";2012;"Feb";"Sun";TRUE;"no";11,48;13,2894;51,5833;16,958504;"categ2";2071
"288";2012-02-20;"winter";2012;"Feb";"Mon";FALSE;"yes";11,48;13,66955;50,7826;15,348561;"categ1";2627
"289";2012-02-21;"winter";2012;"Feb";"Tue";FALSE;"no";11,800866;14,75565;59,4348;13,783039;"categ1";3614
"290";2012-02-22;"winter";2012;"Feb";"Wed";FALSE;"no";16,229153;19,63335;56,7917;15,709557;"categ1";4379
"291";2012-02-23;"winter";2012;"Feb";"Thu";FALSE;"no";18,620847;22,2223;55,4583;12,791171;"categ1";4546
"292";2012-02-24;"winter";2012;"Feb";"Fri";FALSE;"no";16,7075;20,54855;73,75;15,916989;"categ2";3241
"293";2012-02-25;"winter";2012;"Feb";"Sat";TRUE;"no";11,924153;12,78375;39,5833;28,250014;"categ1";2415
"294";2012-02-27;"winter";2012;"Feb";"Mon";FALSE;"no";15,033347;17,8977;49,0833;17,958211;"categ1";4069
"295";2012-02-28;"winter";2012;"Feb";"Tue";FALSE;"no";14,725847;17,67625;39,5833;12,958939;"categ1";4134
"296";2012-02-29;"winter";2012;"Feb";"Wed";FALSE;"no";14,118268;17,4235;80,4783;12,000839;"categ2";1769
"297";2012-03-01;"winter";2012;"Mar";"Thu";FALSE;"no";19,919153;23,76855;61,5417;15,208129;"categ1";4665
"298";2012-03-02;"winter";2012;"Mar";"Fri";FALSE;"no";14,486653;17,9921;65,7083;9,708568;"categ2";2948
"299";2012-03-03;"winter";2012;"Mar";"Sat";TRUE;"no";16,980847;20,6746;62,125;10,792293;"categ2";3110
"300";2012-03-04;"winter";2012;"Mar";"Sun";TRUE;"no";13,359153;15,15105;40,3333;22,416257;"categ1";2713
"301";2012-03-05;"winter";2012;"Mar";"Mon";FALSE;"no";9,976653;12,05855;50,625;15,333486;"categ1";3130
"302";2012-03-06;"winter";2012;"Mar";"Tue";FALSE;"no";10,591653;12,7521;45,6667;13,458625;"categ1";3735
"303";2012-03-07;"winter";2012;"Mar";"Wed";FALSE;"no";16,570847;19,255;51,3333;23,167193;"categ1";4484
"304";2012-03-08;"winter";2012;"Mar";"Thu";FALSE;"no";21,6275;26,2302;56,75;29,584721;"categ1";4896
"305";2012-03-09;"winter";2012;"Mar";"Fri";FALSE;"no";16,844153;19,85415;40,7083;27,7916;"categ2";4122
"306";2012-03-10;"winter";2012;"Mar";"Sat";TRUE;"no";11,7875;13,88835;35,0417;15,12525;"categ1";3150
"307";2012-03-11;"winter";2012;"Mar";"Sun";TRUE;"no";14,831299;17,9835;47,6957;14,913329;"categ1";3253
"308";2012-03-12;"winter";2012;"Mar";"Mon";FALSE;"no";19,133347;22,9796;48,9167;13,916771;"categ1";4460
"309";2012-03-13;"winter";2012;"Mar";"Tue";FALSE;"no";23,165;27,14645;61,75;15,87565;"categ1";5085
"310";2012-03-14;"winter";2012;"Mar";"Wed";FALSE;"no";23,4725;27,43085;50,7083;7,709154;"categ1";5315
"311";2012-03-15;"winter";2012;"Mar";"Thu";FALSE;"no";22,8575;26,64125;57,9583;10,042161;"categ1";5187
"312";2012-03-16;"winter";2012;"Mar";"Fri";FALSE;"no";17,869153;21,81145;84,2083;7,583864;"categ2";3830
"313";2012-03-17;"winter";2012;"Mar";"Sat";TRUE;"no";21,080847;25,2523;75,5833;7,417168;"categ2";4681
"314";2012-03-18;"winter";2012;"Mar";"Sun";TRUE;"no";19,3725;23,2;81;8,501161;"categ2";3685
"315";2012-03-19;"winter";2012;"Mar";"Mon";FALSE;"no";22,345;26,64105;72,875;10,875239;"categ1";5171
"316";2012-03-20;"winter";2012;"Mar";"Tue";FALSE;"no";22,994153;26,92665;80,7917;8,125157;"categ1";5042
"317";2012-03-21;"spring";2012;"Mar";"Wed";FALSE;"no";21,798347;25,6629;82,125;6,0004061;"categ2";5108
"318";2012-03-22;"spring";2012;"Mar";"Thu";FALSE;"no";22,720847;26,57835;83,125;7,876654;"categ1";5537
"319";2012-03-23;"spring";2012;"Mar";"Fri";FALSE;"no";24,668347;28,50335;69,4167;7,7921;"categ2";5893
"320";2012-03-24;"spring";2012;"Mar";"Sat";TRUE;"no";20,6025;24,33665;88,5417;12,916461;"categ2";2339
"321";2012-03-25;"spring";2012;"Mar";"Sun";TRUE;"no";17,9375;21,8744;88,0833;14,791925;"categ2";3464
"322";2012-03-26;"spring";2012;"Mar";"Mon";FALSE;"no";18,279153;21,9375;47,7917;25,917007;"categ1";4763
"323";2012-03-27;"spring";2012;"Mar";"Tue";FALSE;"no";13,256653;15,7827;29;12,541864;"categ1";4571
"324";2012-03-28;"spring";2012;"Mar";"Wed";FALSE;"no";19,850847;23,5475;48,125;19,541957;"categ1";5024
"325";2012-03-29;"spring";2012;"Mar";"Thu";FALSE;"no";20,260847;24,1152;43,9167;21,41655;"categ1";5299
"326";2012-03-30;"spring";2012;"Mar";"Fri";FALSE;"no";15,17;18,78105;58,0833;9,250489;"categ2";4663
"327";2012-03-31;"spring";2012;"Mar";"Sat";TRUE;"no";17,390847;21,0854;73,8333;16,791339;"categ2";3934
"328";2012-04-01;"spring";2012;"Apr";"Sun";TRUE;"no";17,459153;20,86435;67,625;11,541889;"categ2";3694
"329";2012-04-02;"spring";2012;"Apr";"Mon";FALSE;"no";17,790433;21,37565;50,4348;20,913313;"categ1";4728
"330";2012-04-03;"spring";2012;"Apr";"Tue";FALSE;"no";19,133347;23,07415;39,6667;6,708911;"categ1";5424
"331";2012-04-05;"spring";2012;"Apr";"Thu";FALSE;"no";17,835;21,55815;37,4167;14,708443;"categ1";5265
"332";2012-04-06;"spring";2012;"Apr";"Fri";FALSE;"no";16,536653;19,53835;37,7083;20,125996;"categ1";4653
"333";2012-04-07;"spring";2012;"Apr";"Sat";TRUE;"no";17,9375;21,30645;25,4167;18,416357;"categ1";3605
"334";2012-04-08;"spring";2012;"Apr";"Sun";TRUE;"no";20,5;24,62125;27,5833;15,583932;"categ1";2939
"335";2012-04-09;"spring";2012;"Apr";"Mon";FALSE;"no";20,055847;23,8319;31,75;23,999132;"categ1";4680
"336";2012-04-10;"spring";2012;"Apr";"Tue";FALSE;"no";18,313347;21,81165;43,5;16,708125;"categ1";5099
"337";2012-04-12;"spring";2012;"Apr";"Thu";FALSE;"no";16,2975;19,3802;46,625;19,458743;"categ1";4746
"338";2012-04-13;"spring";2012;"Apr";"Fri";FALSE;"no";18,1425;21,5904;40,8333;10,416557;"categ1";5146
"339";2012-04-14;"spring";2012;"Apr";"Sat";TRUE;"no";20,295;24,3998;50,2917;12,791439;"categ1";4665
"340";2012-04-15;"spring";2012;"Apr";"Sun";TRUE;"no";24,873347;28,69375;50,7917;15,083643;"categ1";4286
"341";2012-04-18;"spring";2012;"Apr";"Wed";FALSE;"no";18,996653;22,8519;56,9167;11,250104;"categ2";4020
"342";2012-04-19;"spring";2012;"Apr";"Thu";FALSE;"no";20,431653;24,6523;61,25;4,4172564;"categ1";5719
"343";2012-04-20;"spring";2012;"Apr";"Fri";FALSE;"no";21,593347;25,78875;69,4583;10,041357;"categ1";5950
"344";2012-04-21;"spring";2012;"Apr";"Sat";TRUE;"no";23,37;27,14605;68,2917;19,000329;"categ1";4083
"345";2012-04-22;"spring";2012;"Apr";"Sun";TRUE;"no";16,263347;19,4752;83,5417;23,084582;"categ3";907
"346";2012-04-23;"spring";2012;"Apr";"Mon";FALSE;"no";13,188347;15,05625;76,6667;20,334232;"categ2";3019
"347";2012-04-24;"spring";2012;"Apr";"Tue";FALSE;"no";16,946653;20,26415;45,4167;16,708661;"categ1";5115
"348";2012-04-25;"spring";2012;"Apr";"Wed";FALSE;"no";19,543347;23,51585;42,7917;7,959064;"categ1";5541
"349";2012-04-26;"spring";2012;"Apr";"Thu";FALSE;"no";20,431653;24,17915;75,6667;11,833875;"categ2";4551
"350";2012-04-27;"spring";2012;"Apr";"Fri";FALSE;"no";18,7575;22,63185;40,0833;23,291411;"categ1";5219
"351";2012-04-28;"spring";2012;"Apr";"Sat";TRUE;"no";15,443347;18,8752;48,9583;8,708325;"categ2";3100
"352";2012-04-29;"spring";2012;"Apr";"Sun";TRUE;"no";18,791653;22,50605;58,7083;7,832836;"categ1";4075
"353";2012-04-30;"spring";2012;"Apr";"Mon";FALSE;"no";19,030847;22,8848;57;11,499746;"categ2";4907
"354";2012-05-01;"spring";2012;"May";"Tue";FALSE;"no";25,146653;28,85105;65,9583;10,458432;"categ2";5087
"355";2012-05-02;"spring";2012;"May";"Wed";FALSE;"no";23,130847;26,8948;79,7083;9,249886;"categ1";5502
"356";2012-05-03;"spring";2012;"May";"Thu";FALSE;"no";22,96;26,8621;76,8333;8,957632;"categ2";5657
"357";2012-05-04;"spring";2012;"May";"Fri";FALSE;"no";25,7275;29,54585;73,5417;10,916846;"categ1";5227
"358";2012-05-05;"spring";2012;"May";"Sat";TRUE;"no";25,488347;29,2304;75,6667;10,250464;"categ2";4387
"359";2012-05-06;"spring";2012;"May";"Sun";TRUE;"no";23,0625;27,33685;74;10,041893;"categ2";4224
"360";2012-05-07;"spring";2012;"May";"Mon";FALSE;"no";22,0375;26,3571;66,4167;15,458307;"categ2";5265
"361";2012-05-08;"spring";2012;"May";"Tue";FALSE;"no";23,848347;27,87355;68,5833;19,833943;"categ2";4990
"362";2012-05-09;"spring";2012;"May";"Wed";FALSE;"no";23,575;27,65125;74,4167;14,499604;"categ2";4097
"363";2012-05-10;"spring";2012;"May";"Thu";FALSE;"no";20,739153;24,58915;55,2083;21,042221;"categ1";5546
"364";2012-05-12;"spring";2012;"May";"Sat";TRUE;"no";23,130847;27,24085;48,0417;8,249911;"categ1";4807
"365";2012-05-13;"spring";2012;"May";"Sun";TRUE;"no";25,1125;29,2619;57,625;15,082839;"categ1";3946
"366";2012-05-14;"spring";2012;"May";"Mon";FALSE;"no";23,506653;27,495;78,9583;14,250364;"categ2";2501
"367";2012-05-15;"spring";2012;"May";"Tue";FALSE;"no";25,078347;28,8202;79,4583;9,875264;"categ2";4490
"368";2012-05-16;"spring";2012;"May";"Wed";FALSE;"no";26,103347;29,79875;69,7917;8,208304;"categ1";6433
"369";2012-05-17;"spring";2012;"May";"Thu";FALSE;"no";24,326653;28,63065;52;15,374825;"categ1";6142
"370";2012-05-20;"spring";2012;"May";"Sun";TRUE;"no";25,454153;29,19835;53,0417;17,042589;"categ1";4425
"371";2012-05-21;"spring";2012;"May";"Mon";FALSE;"no";24,531653;28,28335;81,125;15,624668;"categ2";3729
"372";2012-05-22;"spring";2012;"May";"Tue";FALSE;"no";25,215;29,04125;76,5833;7,917189;"categ2";5254
"373";2012-05-23;"spring";2012;"May";"Wed";FALSE;"no";25,488347;29,2306;77,4583;6,834;"categ2";4494
"374";2012-05-24;"spring";2012;"May";"Thu";FALSE;"no";26,855;30,335;71,6667;11,584032;"categ1";5711
"375";2012-06-01;"spring";2012;"Jun";"Fri";FALSE;"no";26,820847;30,3981;75,5417;15,916721;"categ2";3594
"376";2012-06-02;"spring";2012;"Jun";"Sat";TRUE;"no";23,916653;28,3144;54,9167;12,499654;"categ1";5325
"377";2012-06-03;"spring";2012;"Jun";"Sun";TRUE;"no";24,7025;28,75665;49,3333;12,333829;"categ1";5147
"378";2012-06-04;"spring";2012;"Jun";"Mon";FALSE;"no";24,4975;28,91415;48,7083;19,083811;"categ1";5927
"379";2012-06-05;"spring";2012;"Jun";"Tue";FALSE;"no";22,174153;26,2946;61,3333;14,041525;"categ2";6033
"380";2012-06-06;"spring";2012;"Jun";"Wed";FALSE;"no";22,720847;27,1146;61,125;5,167375;"categ1";6028
"381";2012-06-07;"spring";2012;"Jun";"Thu";FALSE;"no";24,7025;28,4721;56,7083;10,54245;"categ1";6456
"382";2012-06-08;"spring";2012;"Jun";"Fri";FALSE;"no";26,615847;29,8931;46,7917;11,750661;"categ1";6248
"383";2012-06-12;"spring";2012;"Jun";"Tue";FALSE;"no";26,786653;29,89375;83,3333;14,374582;"categ2";4495
"384";2012-06-15;"spring";2012;"Jun";"Fri";FALSE;"no";26,205847;29,9877;58,9583;11,833339;"categ1";6102
"385";2012-06-16;"spring";2012;"Jun";"Sat";TRUE;"no";25,898347;29,7354;50,4167;11,166689;"categ1";4739
"386";2012-06-17;"spring";2012;"Jun";"Sun";TRUE;"no";24,2925;28,59875;59,875;9,708568;"categ1";4344
"387";2012-06-18;"spring";2012;"Jun";"Mon";FALSE;"no";23,301653;27,2421;77,7917;11,707982;"categ2";4446
"388";2012-06-26;"summer";2012;"Jun";"Tue";FALSE;"no";25,864153;29,7352;37,3333;23,292014;"categ1";6365
"389";2012-07-21;"summer";2012;"Jul";"Sat";TRUE;"no";24,429153;27,4956;86,5417;14,2911;"categ3";3195
"390";2012-08-17;"summer";2012;"Aug";"Fri";FALSE;"no";29,656653;12,12;57,0833;15,500718;"categ1";5665
"391";2012-08-19;"summer";2012;"Aug";"Sun";TRUE;"no";26,069153;30,1777;71,1667;5,79215;"categ2";3341
"392";2012-08-20;"summer";2012;"Aug";"Mon";FALSE;"no";26,069153;29,79835;73,4167;8,708593;"categ2";5504
"393";2012-08-21;"summer";2012;"Aug";"Tue";FALSE;"no";26,615847;30,05125;67,375;4,8756436;"categ1";5925
"394";2012-08-26;"summer";2012;"Aug";"Sun";TRUE;"no";26,786653;29,7998;84,5833;15,333486;"categ2";3772
"395";2012-09-09;"summer";2012;"Sep";"Sun";TRUE;"no";25,01;28,94625;54,75;15,041232;"categ1";5657
"396";2012-09-10;"summer";2012;"Sep";"Mon";FALSE;"no";23,916653;28,2827;50,375;17,333771;"categ1";6407
"397";2012-09-11;"summer";2012;"Sep";"Tue";FALSE;"no";23,6775;27,7146;52;6,1676314;"categ1";6697
"398";2012-09-12;"summer";2012;"Sep";"Wed";FALSE;"no";24,565847;28,50375;57,7083;8,833682;"categ1";6820
"399";2012-09-13;"summer";2012;"Sep";"Thu";FALSE;"no";25,1125;28,9779;63,7083;5,5422936;"categ1";6750
"400";2012-09-14;"summer";2012;"Sep";"Fri";FALSE;"no";25,966653;29,70415;67,25;6,958821;"categ1";6630
"401";2012-09-15;"summer";2012;"Sep";"Sat";TRUE;"no";24,941653;29,29335;50,1667;16,583907;"categ1";5554
"402";2012-09-18;"summer";2012;"Sep";"Tue";FALSE;"no";25,556653;28,25335;87,25;23,958329;"categ2";3702
"403";2012-09-19;"summer";2012;"Sep";"Wed";FALSE;"no";22,6525;27,0202;53,6667;14,416725;"categ1";6803
"404";2012-09-20;"summer";2012;"Sep";"Thu";FALSE;"no";22,413347;26,6096;61,8333;7,917189;"categ1";6781
"405";2012-09-21;"summer";2012;"Sep";"Fri";FALSE;"no";24,565847;28,59855;66,875;10,333343;"categ1";6917
"406";2012-09-22;"summer";2012;"Sep";"Sat";TRUE;"no";26,65;30,5244;64,6667;19,000061;"categ1";5883
"407";2012-09-23;"fall";2012;"Sep";"Sun";TRUE;"no";21,695847;25,94665;46,7083;14,958286;"categ1";5453
"408";2012-09-24;"fall";2012;"Sep";"Mon";FALSE;"no";21,080847;25,12565;49,2917;9,541068;"categ1";6435
"409";2012-09-25;"fall";2012;"Sep";"Tue";FALSE;"no";22,55;27,20895;57;15,833507;"categ1";6693
"410";2012-09-26;"fall";2012;"Sep";"Wed";FALSE;"no";26,035;29,83065;63,0833;16,3748;"categ1";6946
"411";2012-09-27;"fall";2012;"Sep";"Thu";FALSE;"no";26,65;30,39875;69,0833;9,000914;"categ2";6642
"412";2012-09-28;"fall";2012;"Sep";"Fri";FALSE;"no";25,385847;29,29315;69;10,999993;"categ2";6370
"413";2012-09-29;"fall";2012;"Sep";"Sat";TRUE;"no";22,2425;26,5148;54,2917;15,249468;"categ1";5966
"414";2012-09-30;"fall";2012;"Sep";"Sun";TRUE;"no";21,593347;25,88315;58,3333;9,042186;"categ1";4874
"415";2012-10-01;"fall";2012;"Oct";"Mon";FALSE;"no";21,354153;25,6;64,9167;6,0838814;"categ2";6015
"416";2012-10-02;"fall";2012;"Oct";"Tue";FALSE;"no";24,224153;27,11665;87,1667;6,999825;"categ3";4324
"417";2012-10-03;"fall";2012;"Oct";"Wed";FALSE;"no";26,9575;29,95665;79,375;4,4585686;"categ2";6844
"418";2012-10-04;"fall";2012;"Oct";"Thu";FALSE;"no";26,9575;30,39875;72,2917;7,875582;"categ2";6437
"419";2012-10-05;"fall";2012;"Oct";"Fri";FALSE;"no";25,215;29,00935;62,75;7,12545;"categ1";6640
"420";2012-10-06;"fall";2012;"Oct";"Sat";TRUE;"no";22,720847;26,92605;66,4167;17,957675;"categ1";4934
"421";2012-10-09;"fall";2012;"Oct";"Tue";FALSE;"no";18,313347;21,9056;76,1667;12,7501;"categ2";5791
"422";2012-10-10;"fall";2012;"Oct";"Wed";FALSE;"no";21,080847;25,1571;63,0833;12,584007;"categ1";6911
"423";2012-10-11;"fall";2012;"Oct";"Thu";FALSE;"no";17,835;21,55835;46,3333;12,166932;"categ1";6736
"424";2012-10-12;"fall";2012;"Oct";"Fri";FALSE;"no";17,9375;21,65355;53,9167;15,751164;"categ1";6222
"425";2012-10-13;"fall";2012;"Oct";"Sat";TRUE;"no";16,126653;19,5698;49,4583;9,791514;"categ1";4857
"426";2012-10-16;"fall";2012;"Oct";"Tue";FALSE;"no";19,201653;23,0423;55,8333;12,208807;"categ1";6612
"427";2012-10-17;"fall";2012;"Oct";"Wed";FALSE;"no";18,689153;22,5054;69,2917;6,791857;"categ1";6482
"428";2012-10-18;"fall";2012;"Oct";"Thu";FALSE;"no";21,4225;25,63125;72,8333;15,874779;"categ2";6501
"429";2012-10-19;"fall";2012;"Oct";"Fri";FALSE;"no";23,096653;26,8948;81,5;9,041918;"categ2";4671
"430";2012-10-20;"fall";2012;"Oct";"Sat";TRUE;"no";19,850847;23,6421;57,2917;7,874979;"categ1";5284
"431";2012-10-21;"fall";2012;"Oct";"Sun";TRUE;"no";19,030847;22,82145;51;11,125618;"categ1";4692
"432";2012-10-22;"fall";2012;"Oct";"Mon";FALSE;"no";19,9875;24,1471;56,8333;5,4593811;"categ1";6228
"433";2012-10-23;"fall";2012;"Oct";"Tue";FALSE;"no";22,310847;26,5152;64,1667;6,3345686;"categ1";6625
"434";2012-10-24;"fall";2012;"Oct";"Wed";FALSE;"no";24,0875;27,93605;63,625;4,8762064;"categ1";6898
"435";2012-10-25;"fall";2012;"Oct";"Thu";FALSE;"no";22,55;26,4844;80,0417;8,333125;"categ2";6484
"436";2012-10-26;"fall";2012;"Oct";"Fri";FALSE;"no";22,379153;26,1375;80,7083;8,875289;"categ2";6262
"437";2012-10-27;"fall";2012;"Oct";"Sat";TRUE;"no";21,73;25,75665;72;15,791364;"categ2";5209
"438";2012-10-28;"fall";2012;"Oct";"Sun";TRUE;"no";19,5775;23,38855;69,4583;26,666536;"categ2";3461
"439";2012-10-29;"fall";2012;"Oct";"Mon";FALSE;"no";18,04;21,97;88;23,9994;"categ3";20
"440";2012-10-30;"fall";2012;"Oct";"Tue";FALSE;"no";13,045462;15,49545;82,5455;14,271603;"categ2";1009
"441";2012-10-31;"fall";2012;"Oct";"Wed";FALSE;"no";14,6575;18,055;66,6667;11,166689;"categ2";5147
"442";2012-11-01;"fall";2012;"Nov";"Thu";FALSE;"no";14,999153;18,4971;58,1667;10,542182;"categ2";5520
"443";2012-11-02;"fall";2012;"Nov";"Fri";FALSE;"no";14,555;17,8021;52,2083;17,833725;"categ1";5229
"444";2012-11-03;"fall";2012;"Nov";"Sat";TRUE;"no";14,076653;16,1923;49,125;18,125443;"categ2";4109
"445";2012-11-04;"fall";2012;"Nov";"Sun";TRUE;"no";13,359153;16,4769;53,2917;12,000236;"categ1";3906
